dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
1847-10-01;25,342;1,18;Angeles;Philippines;15.27N;120.83E
1847-11-01;25,737;1,298;Angeles;Philippines;15.27N;120.83E
1847-12-01;23,739;1,747;Angeles;Philippines;15.27N;120.83E
1848-01-01;23,139;1,764;Angeles;Philippines;15.27N;120.83E
1848-02-01;25,939;1,859;Angeles;Philippines;15.27N;120.83E
1848-03-01;26,433;1,422;Angeles;Philippines;15.27N;120.83E
1848-04-01;27,557;1,546;Angeles;Philippines;15.27N;120.83E
1848-05-01;27,641;1,622;Angeles;Philippines;15.27N;120.83E
1848-06-01;26,762;1,448;Angeles;Philippines;15.27N;120.83E
1848-07-01;26,166;1,853;Angeles;Philippines;15.27N;120.83E
1848-08-01;25,358;1,314;Angeles;Philippines;15.27N;120.83E
1848-09-01;25,207;1,309;Angeles;Philippines;15.27N;120.83E
1848-10-01;25,537;1,3;Angeles;Philippines;15.27N;120.83E
1848-11-01;24,435;1,502;Angeles;Philippines;15.27N;120.83E
1848-12-01;24,005;1,675;Angeles;Philippines;15.27N;120.83E
1849-01-01;24,629;1,595;Angeles;Philippines;15.27N;120.83E
1849-02-01;25,644;1,75;Angeles;Philippines;15.27N;120.83E
1849-03-01;27,296;1,7;Angeles;Philippines;15.27N;120.83E
1849-04-01;26,978;1,507;Angeles;Philippines;15.27N;120.83E
1849-05-01;27,321;1,362;Angeles;Philippines;15.27N;120.83E
1849-06-01;26,675;1,352;Angeles;Philippines;15.27N;120.83E
1849-07-01;26,258;1,305;Angeles;Philippines;15.27N;120.83E
1849-08-01;25,924;1,253;Angeles;Philippines;15.27N;120.83E
1849-09-01;25,405;1,125;Angeles;Philippines;15.27N;120.83E
1849-10-01;25,943;1,327;Angeles;Philippines;15.27N;120.83E
1849-11-01;25,436;1,714;Angeles;Philippines;15.27N;120.83E
1849-12-01;23,472;1,589;Angeles;Philippines;15.27N;120.83E
1850-01-01;23,429;1,667;Angeles;Philippines;15.27N;120.83E
1850-02-01;25,706;1,758;Angeles;Philippines;15.27N;120.83E
1850-03-01;26,933;2,175;Angeles;Philippines;15.27N;120.83E
1850-04-01;27,38;1,598;Angeles;Philippines;15.27N;120.83E
1850-05-01;27,34;1,607;Angeles;Philippines;15.27N;120.83E
1850-06-01;27,042;1,252;Angeles;Philippines;15.27N;120.83E
1850-07-01;26,443;1,233;Angeles;Philippines;15.27N;120.83E
1850-08-01;26,458;1,32;Angeles;Philippines;15.27N;120.83E
1850-09-01;25,653;1,16;Angeles;Philippines;15.27N;120.83E
1850-10-01;25,256;1,339;Angeles;Philippines;15.27N;120.83E
1850-11-01;24,905;1,585;Angeles;Philippines;15.27N;120.83E
1850-12-01;24,435;1,63;Angeles;Philippines;15.27N;120.83E
1851-01-01;25,008;1,506;Angeles;Philippines;15.27N;120.83E
1851-02-01;25,42;1,587;Angeles;Philippines;15.27N;120.83E
1851-03-01;26,256;1,53;Angeles;Philippines;15.27N;120.83E
1851-04-01;27,03;1,432;Angeles;Philippines;15.27N;120.83E
1851-05-01;28,165;1,352;Angeles;Philippines;15.27N;120.83E
1851-06-01;26,862;1,237;Angeles;Philippines;15.27N;120.83E
1851-07-01;26,694;1,412;Angeles;Philippines;15.27N;120.83E
1851-08-01;26,235;1,368;Angeles;Philippines;15.27N;120.83E
1851-09-01;25,841;1,151;Angeles;Philippines;15.27N;120.83E
1851-10-01;25,574;1,825;Angeles;Philippines;15.27N;120.83E
1851-11-01;25,093;1,456;Angeles;Philippines;15.27N;120.83E
1851-12-01;24,872;2,371;Angeles;Philippines;15.27N;120.83E
1852-01-01;24,879;2,004;Angeles;Philippines;15.27N;120.83E
1852-02-01;25,128;1,533;Angeles;Philippines;15.27N;120.83E
1852-03-01;25,654;1,481;Angeles;Philippines;15.27N;120.83E
1852-04-01;27,368;1,471;Angeles;Philippines;15.27N;120.83E
1852-05-01;28,48;1,417;Angeles;Philippines;15.27N;120.83E
1852-06-01;27,379;1,367;Angeles;Philippines;15.27N;120.83E
1852-07-01;26,809;1,416;Angeles;Philippines;15.27N;120.83E
1852-08-01;25,725;1,233;Angeles;Philippines;15.27N;120.83E
1852-09-01;25,582;1,202;Angeles;Philippines;15.27N;120.83E
1852-10-01;25,842;1,353;Angeles;Philippines;15.27N;120.83E
1852-11-01;24,631;1,452;Angeles;Philippines;15.27N;120.83E
1852-12-01;24,807;1,705;Angeles;Philippines;15.27N;120.83E
1853-01-01;23,855;1,463;Angeles;Philippines;15.27N;120.83E
1853-02-01;23,956;1,425;Angeles;Philippines;15.27N;120.83E
1853-03-01;26,986;2;Angeles;Philippines;15.27N;120.83E
1853-04-01;28,248;1,671;Angeles;Philippines;15.27N;120.83E
1853-05-01;28,651;1,355;Angeles;Philippines;15.27N;120.83E
1853-06-01;27,428;1,152;Angeles;Philippines;15.27N;120.83E
1853-07-01;26,878;1,067;Angeles;Philippines;15.27N;120.83E
1853-08-01;26,354;1,119;Angeles;Philippines;15.27N;120.83E
1853-09-01;26,177;1,013;Angeles;Philippines;15.27N;120.83E
1853-10-01;25,883;1,234;Angeles;Philippines;15.27N;120.83E
1853-11-01;25,697;1,981;Angeles;Philippines;15.27N;120.83E
1853-12-01;24,451;1,387;Angeles;Philippines;15.27N;120.83E
1854-01-01;24,414;1,851;Angeles;Philippines;15.27N;120.83E
1854-02-01;25,133;1,483;Angeles;Philippines;15.27N;120.83E
1854-03-01;27,102;1,68;Angeles;Philippines;15.27N;120.83E
1854-04-01;27,695;1,022;Angeles;Philippines;15.27N;120.83E
1854-05-01;28,655;1,277;Angeles;Philippines;15.27N;120.83E
1854-06-01;27,265;1,258;Angeles;Philippines;15.27N;120.83E
1854-07-01;27,164;1,429;Angeles;Philippines;15.27N;120.83E
1854-08-01;26,56;1,222;Angeles;Philippines;15.27N;120.83E
1854-09-01;25,679;0,947;Angeles;Philippines;15.27N;120.83E
1854-10-01;25,976;1,934;Angeles;Philippines;15.27N;120.83E
1854-11-01;25,198;1,365;Angeles;Philippines;15.27N;120.83E
1854-12-01;25,124;2,193;Angeles;Philippines;15.27N;120.83E
1855-01-01;24,696;2,166;Angeles;Philippines;15.27N;120.83E
1855-02-01;25,83;1,337;Angeles;Philippines;15.27N;120.83E
1855-03-01;26,926;1,189;Angeles;Philippines;15.27N;120.83E
1855-04-01;28,614;1,577;Angeles;Philippines;15.27N;120.83E
1855-05-01;28,679;1,286;Angeles;Philippines;15.27N;120.83E
1855-06-01;26,927;1,299;Angeles;Philippines;15.27N;120.83E
1855-07-01;26,171;1,194;Angeles;Philippines;15.27N;120.83E
1855-08-01;26,037;0,964;Angeles;Philippines;15.27N;120.83E
1855-09-01;25,547;0,954;Angeles;Philippines;15.27N;120.83E
1855-10-01;24,814;1,791;Angeles;Philippines;15.27N;120.83E
1855-11-01;24,784;1,215;Angeles;Philippines;15.27N;120.83E
1855-12-01;23,653;1,852;Angeles;Philippines;15.27N;120.83E
1856-01-01;23,929;1,467;Angeles;Philippines;15.27N;120.83E
1856-02-01;24,39;1,731;Angeles;Philippines;15.27N;120.83E
1856-03-01;26,238;1,366;Angeles;Philippines;15.27N;120.83E
1856-04-01;27,582;1,086;Angeles;Philippines;15.27N;120.83E
1856-05-01;27,824;1,475;Angeles;Philippines;15.27N;120.83E
1856-06-01;27,319;1,327;Angeles;Philippines;15.27N;120.83E
1856-07-01;25,948;1,394;Angeles;Philippines;15.27N;120.83E
1856-08-01;25,508;1,556;Angeles;Philippines;15.27N;120.83E
1856-09-01;25,75;1,17;Angeles;Philippines;15.27N;120.83E
1856-10-01;24,846;1,179;Angeles;Philippines;15.27N;120.83E
1856-11-01;24,311;1,66;Angeles;Philippines;15.27N;120.83E
1856-12-01;24,095;1,509;Angeles;Philippines;15.27N;120.83E
1857-01-01;24,062;1,42;Angeles;Philippines;15.27N;120.83E
1857-02-01;25,558;1,755;Angeles;Philippines;15.27N;120.83E
1857-03-01;26,797;1,597;Angeles;Philippines;15.27N;120.83E
1857-04-01;27,322;1,043;Angeles;Philippines;15.27N;120.83E
1857-05-01;27,436;1,132;Angeles;Philippines;15.27N;120.83E
1857-06-01;26,548;1,118;Angeles;Philippines;15.27N;120.83E
1857-07-01;26,335;1,038;Angeles;Philippines;15.27N;120.83E
1857-08-01;25,262;1,457;Angeles;Philippines;15.27N;120.83E
1857-09-01;25,326;0,917;Angeles;Philippines;15.27N;120.83E
1857-10-01;25,018;1,264;Angeles;Philippines;15.27N;120.83E
1857-11-01;25,018;1,394;Angeles;Philippines;15.27N;120.83E
1857-12-01;25,001;1,516;Angeles;Philippines;15.27N;120.83E
1858-01-01;24,704;1,896;Angeles;Philippines;15.27N;120.83E
1858-02-01;24,645;1,492;Angeles;Philippines;15.27N;120.83E
1858-03-01;26,479;1,254;Angeles;Philippines;15.27N;120.83E
1858-04-01;28,001;1,707;Angeles;Philippines;15.27N;120.83E
1858-05-01;27,757;1,43;Angeles;Philippines;15.27N;120.83E
1858-06-01;26,986;1,231;Angeles;Philippines;15.27N;120.83E
1858-07-01;25,913;1,183;Angeles;Philippines;15.27N;120.83E
1858-08-01;25,448;1,144;Angeles;Philippines;15.27N;120.83E
1858-09-01;25,628;1,144;Angeles;Philippines;15.27N;120.83E
1858-10-01;25,82;1,138;Angeles;Philippines;15.27N;120.83E
1858-11-01;25,471;1,3;Angeles;Philippines;15.27N;120.83E
1858-12-01;24,516;1,519;Angeles;Philippines;15.27N;120.83E
1859-01-01;24,237;1,342;Angeles;Philippines;15.27N;120.83E
1859-02-01;25,277;1,49;Angeles;Philippines;15.27N;120.83E
1859-03-01;26,118;1,742;Angeles;Philippines;15.27N;120.83E
1859-04-01;28,443;1,276;Angeles;Philippines;15.27N;120.83E
1859-05-01;28,714;1,324;Angeles;Philippines;15.27N;120.83E
1859-06-01;27,669;1,243;Angeles;Philippines;15.27N;120.83E
1859-07-01;26,026;1,19;Angeles;Philippines;15.27N;120.83E
1859-08-01;26,019;0,959;Angeles;Philippines;15.27N;120.83E
1859-09-01;25,631;0,94;Angeles;Philippines;15.27N;120.83E
1859-10-01;25,971;1,393;Angeles;Philippines;15.27N;120.83E
1859-11-01;25,085;1,421;Angeles;Philippines;15.27N;120.83E
1859-12-01;23,859;1,56;Angeles;Philippines;15.27N;120.83E
1860-01-01;24,304;1,347;Angeles;Philippines;15.27N;120.83E
1860-02-01;25,396;1,388;Angeles;Philippines;15.27N;120.83E
1860-03-01;26,257;2,396;Angeles;Philippines;15.27N;120.83E
1860-04-01;27,516;1,309;Angeles;Philippines;15.27N;120.83E
1860-05-01;27,854;1,142;Angeles;Philippines;15.27N;120.83E
1860-06-01;27,262;1,037;Angeles;Philippines;15.27N;120.83E
1860-07-01;26,544;1,093;Angeles;Philippines;15.27N;120.83E
1860-08-01;26,466;0,952;Angeles;Philippines;15.27N;120.83E
1860-09-01;25,93;1,06;Angeles;Philippines;15.27N;120.83E
1860-10-01;25,976;1,243;Angeles;Philippines;15.27N;120.83E
1860-11-01;24,702;1,303;Angeles;Philippines;15.27N;120.83E
1860-12-01;23,931;1,79;Angeles;Philippines;15.27N;120.83E
1861-01-01;23,495;1,379;Angeles;Philippines;15.27N;120.83E
1861-02-01;24,253;1,455;Angeles;Philippines;15.27N;120.83E
1861-03-01;26,181;1,27;Angeles;Philippines;15.27N;120.83E
1861-04-01;27,622;1,077;Angeles;Philippines;15.27N;120.83E
1861-05-01;27,707;1,412;Angeles;Philippines;15.27N;120.83E
1861-06-01;26,986;1,539;Angeles;Philippines;15.27N;120.83E
1861-07-01;26,203;1,338;Angeles;Philippines;15.27N;120.83E
1861-08-01;26,511;0,934;Angeles;Philippines;15.27N;120.83E
1861-09-01;25,82;0,937;Angeles;Philippines;15.27N;120.83E
1861-10-01;25,553;1,143;Angeles;Philippines;15.27N;120.83E
1861-11-01;25,59;1,569;Angeles;Philippines;15.27N;120.83E
1861-12-01;24,197;1,791;Angeles;Philippines;15.27N;120.83E
1862-01-01;22,753;1,321;Angeles;Philippines;15.27N;120.83E
1862-02-01;23,744;1,551;Angeles;Philippines;15.27N;120.83E
1862-03-01;25,779;1,191;Angeles;Philippines;15.27N;120.83E
1862-04-01;27,517;1,277;Angeles;Philippines;15.27N;120.83E
1862-05-01;28,156;1,544;Angeles;Philippines;15.27N;120.83E
1862-06-01;27,014;1,297;Angeles;Philippines;15.27N;120.83E
1862-07-01;26,257;1,258;Angeles;Philippines;15.27N;120.83E
1862-08-01;25,322;1,314;Angeles;Philippines;15.27N;120.83E
1862-09-01;25,488;1,251;Angeles;Philippines;15.27N;120.83E
1862-10-01;25,086;1,403;Angeles;Philippines;15.27N;120.83E
1862-11-01;24,09;1,445;Angeles;Philippines;15.27N;120.83E
1862-12-01;22,981;1,531;Angeles;Philippines;15.27N;120.83E
1863-01-01;25,087;1,981;Angeles;Philippines;15.27N;120.83E
1863-02-01;25,8;2,247;Angeles;Philippines;15.27N;120.83E
1863-03-01;26,585;1,29;Angeles;Philippines;15.27N;120.83E
1863-04-01;27,638;1,521;Angeles;Philippines;15.27N;120.83E
1863-05-01;27,975;1,385;Angeles;Philippines;15.27N;120.83E
1863-06-01;26,977;1,338;Angeles;Philippines;15.27N;120.83E
1863-07-01;26,557;1,262;Angeles;Philippines;15.27N;120.83E
1863-08-01;25,521;1,106;Angeles;Philippines;15.27N;120.83E
1863-09-01;25,412;1,007;Angeles;Philippines;15.27N;120.83E
1863-10-01;24,896;1,271;Angeles;Philippines;15.27N;120.83E
1863-11-01;24,318;1,481;Angeles;Philippines;15.27N;120.83E
1863-12-01;23,965;1,577;Angeles;Philippines;15.27N;120.83E
1864-01-01;23,453;1,619;Angeles;Philippines;15.27N;120.83E
1864-02-01;24,358;1,775;Angeles;Philippines;15.27N;120.83E
1864-03-01;25,692;1,508;Angeles;Philippines;15.27N;120.83E
1864-04-01;27,688;1,192;Angeles;Philippines;15.27N;120.83E
1864-05-01;27,936;1,299;Angeles;Philippines;15.27N;120.83E
1864-06-01;27,38;1,297;Angeles;Philippines;15.27N;120.83E
1864-07-01;26,455;1,098;Angeles;Philippines;15.27N;120.83E
1864-08-01;25,734;1,2;Angeles;Philippines;15.27N;120.83E
1864-09-01;25,66;1,246;Angeles;Philippines;15.27N;120.83E
1864-10-01;25,839;1,245;Angeles;Philippines;15.27N;120.83E
1864-11-01;24,786;1,343;Angeles;Philippines;15.27N;120.83E
1864-12-01;23,767;1,619;Angeles;Philippines;15.27N;120.83E
1865-01-01;25,763;1,691;Angeles;Philippines;15.27N;120.83E
1865-02-01;25,766;2,428;Angeles;Philippines;15.27N;120.83E
1865-03-01;26,306;1,373;Angeles;Philippines;15.27N;120.83E
1865-04-01;27,881;2,004;Angeles;Philippines;15.27N;120.83E
1865-05-01;28,086;1,29;Angeles;Philippines;15.27N;120.83E
1865-06-01;27,483;1,111;Angeles;Philippines;15.27N;120.83E
1865-07-01;;;Angeles;Philippines;15.27N;120.83E
1865-08-01;26,26;1,111;Angeles;Philippines;15.27N;120.83E
1865-09-01;26,182;0,957;Angeles;Philippines;15.27N;120.83E
1865-10-01;25,842;1,033;Angeles;Philippines;15.27N;120.83E
1865-11-01;25,427;1,559;Angeles;Philippines;15.27N;120.83E
1865-12-01;23,975;1,635;Angeles;Philippines;15.27N;120.83E
1866-01-01;25,034;1,402;Angeles;Philippines;15.27N;120.83E
1866-02-01;25,057;1,289;Angeles;Philippines;15.27N;120.83E
1866-03-01;26,229;1,47;Angeles;Philippines;15.27N;120.83E
1866-04-01;27,261;1,198;Angeles;Philippines;15.27N;120.83E
1866-05-01;28,581;1,293;Angeles;Philippines;15.27N;120.83E
1866-06-01;26,421;1,134;Angeles;Philippines;15.27N;120.83E
1866-07-01;26,758;1,156;Angeles;Philippines;15.27N;120.83E
1866-08-01;26,669;1,458;Angeles;Philippines;15.27N;120.83E
1866-09-01;25,922;0,881;Angeles;Philippines;15.27N;120.83E
1866-10-01;25,343;0,984;Angeles;Philippines;15.27N;120.83E
1866-11-01;25,236;1,151;Angeles;Philippines;15.27N;120.83E
1866-12-01;24,798;1,529;Angeles;Philippines;15.27N;120.83E
1867-01-01;24,294;1,318;Angeles;Philippines;15.27N;120.83E
1867-02-01;25,496;1,227;Angeles;Philippines;15.27N;120.83E
1867-03-01;27,002;1,196;Angeles;Philippines;15.27N;120.83E
1867-04-01;28,45;1,461;Angeles;Philippines;15.27N;120.83E
1867-05-01;27,836;1,086;Angeles;Philippines;15.27N;120.83E
1867-06-01;27,754;1,166;Angeles;Philippines;15.27N;120.83E
1867-07-01;;;Angeles;Philippines;15.27N;120.83E
1867-08-01;25,898;0,927;Angeles;Philippines;15.27N;120.83E
1867-09-01;26,269;1,083;Angeles;Philippines;15.27N;120.83E
1867-10-01;26,383;1,043;Angeles;Philippines;15.27N;120.83E
1867-11-01;25,566;1,554;Angeles;Philippines;15.27N;120.83E
1867-12-01;24,984;1,692;Angeles;Philippines;15.27N;120.83E
1868-01-01;24,858;1,793;Angeles;Philippines;15.27N;120.83E
1868-02-01;25,682;2,607;Angeles;Philippines;15.27N;120.83E
1868-03-01;26,7;1,263;Angeles;Philippines;15.27N;120.83E
1868-04-01;28,332;1,422;Angeles;Philippines;15.27N;120.83E
1868-05-01;28,459;1,378;Angeles;Philippines;15.27N;120.83E
1868-06-01;26,979;1,16;Angeles;Philippines;15.27N;120.83E
1868-07-01;26,523;0,994;Angeles;Philippines;15.27N;120.83E
1868-08-01;26,223;0,996;Angeles;Philippines;15.27N;120.83E
1868-09-01;26,247;1,116;Angeles;Philippines;15.27N;120.83E
1868-10-01;26,549;1,062;Angeles;Philippines;15.27N;120.83E
1868-11-01;25,328;1,405;Angeles;Philippines;15.27N;120.83E
1868-12-01;25,156;1,549;Angeles;Philippines;15.27N;120.83E
1869-01-01;24,771;1,531;Angeles;Philippines;15.27N;120.83E
1869-02-01;26,315;1,432;Angeles;Philippines;15.27N;120.83E
1869-03-01;26,693;1,45;Angeles;Philippines;15.27N;120.83E
1869-04-01;27,753;1,328;Angeles;Philippines;15.27N;120.83E
1869-05-01;28,461;1,223;Angeles;Philippines;15.27N;120.83E
1869-06-01;27,662;1,125;Angeles;Philippines;15.27N;120.83E
1869-07-01;27,008;1,352;Angeles;Philippines;15.27N;120.83E
1869-08-01;26,443;0,999;Angeles;Philippines;15.27N;120.83E
1869-09-01;26,612;0,935;Angeles;Philippines;15.27N;120.83E
1869-10-01;25,755;1,146;Angeles;Philippines;15.27N;120.83E
1869-11-01;24,766;1,687;Angeles;Philippines;15.27N;120.83E
1869-12-01;24,235;1,597;Angeles;Philippines;15.27N;120.83E
1870-01-01;24,379;1,467;Angeles;Philippines;15.27N;120.83E
1870-02-01;24,604;1,601;Angeles;Philippines;15.27N;120.83E
1870-03-01;27,119;1,918;Angeles;Philippines;15.27N;120.83E
1870-04-01;28,827;2,292;Angeles;Philippines;15.27N;120.83E
1870-05-01;28,416;1,22;Angeles;Philippines;15.27N;120.83E
1870-06-01;28,194;1,669;Angeles;Philippines;15.27N;120.83E
1870-07-01;27,214;1,44;Angeles;Philippines;15.27N;120.83E
1870-08-01;26,044;1,021;Angeles;Philippines;15.27N;120.83E
1870-09-01;25,87;1,173;Angeles;Philippines;15.27N;120.83E
1870-10-01;25,654;1,159;Angeles;Philippines;15.27N;120.83E
1870-11-01;24,833;1,382;Angeles;Philippines;15.27N;120.83E
1870-12-01;23,895;1,715;Angeles;Philippines;15.27N;120.83E
1871-01-01;24,422;1,816;Angeles;Philippines;15.27N;120.83E
1871-02-01;24,8;1,643;Angeles;Philippines;15.27N;120.83E
1871-03-01;26,86;1,399;Angeles;Philippines;15.27N;120.83E
1871-04-01;29,064;2,068;Angeles;Philippines;15.27N;120.83E
1871-05-01;28,605;1,386;Angeles;Philippines;15.27N;120.83E
1871-06-01;27,125;1,238;Angeles;Philippines;15.27N;120.83E
1871-07-01;26,685;1,168;Angeles;Philippines;15.27N;120.83E
1871-08-01;26,377;1,032;Angeles;Philippines;15.27N;120.83E
1871-09-01;26,055;1,66;Angeles;Philippines;15.27N;120.83E
1871-10-01;25,855;1,198;Angeles;Philippines;15.27N;120.83E
1871-11-01;24,471;1,322;Angeles;Philippines;15.27N;120.83E
1871-12-01;23,321;1,452;Angeles;Philippines;15.27N;120.83E
1872-01-01;23,836;2,068;Angeles;Philippines;15.27N;120.83E
1872-02-01;23,754;1,923;Angeles;Philippines;15.27N;120.83E
1872-03-01;26,607;1,445;Angeles;Philippines;15.27N;120.83E
1872-04-01;29,001;1,785;Angeles;Philippines;15.27N;120.83E
1872-05-01;28,975;1,359;Angeles;Philippines;15.27N;120.83E
1872-06-01;27,403;1,286;Angeles;Philippines;15.27N;120.83E
1872-07-01;26,955;1,046;Angeles;Philippines;15.27N;120.83E
1872-08-01;26,654;1,308;Angeles;Philippines;15.27N;120.83E
1872-09-01;26,4;0,997;Angeles;Philippines;15.27N;120.83E
1872-10-01;25,851;1,015;Angeles;Philippines;15.27N;120.83E
1872-11-01;25,237;1,172;Angeles;Philippines;15.27N;120.83E
1872-12-01;24,682;1,516;Angeles;Philippines;15.27N;120.83E
1873-01-01;23,724;1,406;Angeles;Philippines;15.27N;120.83E
1873-02-01;25,505;1,384;Angeles;Philippines;15.27N;120.83E
1873-03-01;26,64;1,246;Angeles;Philippines;15.27N;120.83E
1873-04-01;27,871;1,358;Angeles;Philippines;15.27N;120.83E
1873-05-01;27,899;1,534;Angeles;Philippines;15.27N;120.83E
1873-06-01;27,205;1,033;Angeles;Philippines;15.27N;120.83E
1873-07-01;26,352;1,413;Angeles;Philippines;15.27N;120.83E
1873-08-01;25,916;1,065;Angeles;Philippines;15.27N;120.83E
1873-09-01;26,093;1,081;Angeles;Philippines;15.27N;120.83E
1873-10-01;25,973;1,11;Angeles;Philippines;15.27N;120.83E
1873-11-01;25,696;1,408;Angeles;Philippines;15.27N;120.83E
1873-12-01;25,33;1,339;Angeles;Philippines;15.27N;120.83E
1874-01-01;24,189;1,471;Angeles;Philippines;15.27N;120.83E
1874-02-01;25,553;1,475;Angeles;Philippines;15.27N;120.83E
1874-03-01;26,307;1,722;Angeles;Philippines;15.27N;120.83E
1874-04-01;28,016;1,115;Angeles;Philippines;15.27N;120.83E
1874-05-01;28,647;1,481;Angeles;Philippines;15.27N;120.83E
1874-06-01;28,115;1,288;Angeles;Philippines;15.27N;120.83E
1874-07-01;26,772;1,186;Angeles;Philippines;15.27N;120.83E
1874-08-01;26,2;0,965;Angeles;Philippines;15.27N;120.83E
1874-09-01;26,562;1,131;Angeles;Philippines;15.27N;120.83E
1874-10-01;26,449;1,4;Angeles;Philippines;15.27N;120.83E
1874-11-01;24,922;1,143;Angeles;Philippines;15.27N;120.83E
1874-12-01;25,161;1,441;Angeles;Philippines;15.27N;120.83E
1875-01-01;23,48;1,328;Angeles;Philippines;15.27N;120.83E
1875-02-01;24,585;1,573;Angeles;Philippines;15.27N;120.83E
1875-03-01;27,193;1,938;Angeles;Philippines;15.27N;120.83E
1875-04-01;27,815;1,165;Angeles;Philippines;15.27N;120.83E
1875-05-01;28,543;1,482;Angeles;Philippines;15.27N;120.83E
1875-06-01;27,451;1,442;Angeles;Philippines;15.27N;120.83E
1875-07-01;26,872;1,185;Angeles;Philippines;15.27N;120.83E
1875-08-01;26,333;1,964;Angeles;Philippines;15.27N;120.83E
1875-09-01;25,807;1,005;Angeles;Philippines;15.27N;120.83E
1875-10-01;25,663;1,092;Angeles;Philippines;15.27N;120.83E
1875-11-01;24,627;1,499;Angeles;Philippines;15.27N;120.83E
1875-12-01;23,198;1,234;Angeles;Philippines;15.27N;120.83E
1876-01-01;23,71;1,305;Angeles;Philippines;15.27N;120.83E
1876-02-01;25,142;1,293;Angeles;Philippines;15.27N;120.83E
1876-03-01;26,422;1,442;Angeles;Philippines;15.27N;120.83E
1876-04-01;27,619;1,315;Angeles;Philippines;15.27N;120.83E
1876-05-01;27,545;1,268;Angeles;Philippines;15.27N;120.83E
1876-06-01;27,092;1,641;Angeles;Philippines;15.27N;120.83E
1876-07-01;25,969;1,132;Angeles;Philippines;15.27N;120.83E
1876-08-01;25,417;1,11;Angeles;Philippines;15.27N;120.83E
1876-09-01;25,938;1,003;Angeles;Philippines;15.27N;120.83E
1876-10-01;25,598;1,107;Angeles;Philippines;15.27N;120.83E
1876-11-01;24,645;1,328;Angeles;Philippines;15.27N;120.83E
1876-12-01;23,674;1,396;Angeles;Philippines;15.27N;120.83E
1877-01-01;24,938;1,711;Angeles;Philippines;15.27N;120.83E
1877-02-01;24,986;1,55;Angeles;Philippines;15.27N;120.83E
1877-03-01;26,965;1,168;Angeles;Philippines;15.27N;120.83E
1877-04-01;27,817;1,432;Angeles;Philippines;15.27N;120.83E
1877-05-01;28,322;1,577;Angeles;Philippines;15.27N;120.83E
1877-06-01;27,177;1,515;Angeles;Philippines;15.27N;120.83E
1877-07-01;26,544;1,388;Angeles;Philippines;15.27N;120.83E
1877-08-01;26,538;1,373;Angeles;Philippines;15.27N;120.83E
1877-09-01;26,438;1,06;Angeles;Philippines;15.27N;120.83E
1877-10-01;26,063;1,202;Angeles;Philippines;15.27N;120.83E
1877-11-01;26,536;1,578;Angeles;Philippines;15.27N;120.83E
1877-12-01;25,128;2,006;Angeles;Philippines;15.27N;120.83E
1878-01-01;23,536;1,555;Angeles;Philippines;15.27N;120.83E
1878-02-01;25,045;1,685;Angeles;Philippines;15.27N;120.83E
