Datum,MonatlicheDurchschnittsTemperatur
1887-12-01,-0.13
1888-01-01,-1.611
1888-02-01,-2.599
1888-03-01,0.573
1888-04-01,6.644
1888-05-01,13.146
1888-06-01,16.736
1888-07-01,16.281
1888-08-01,16.567
1888-09-01,13.787
1888-10-01,7.488
1888-11-01,3.272
1888-12-01,1.004
1889-01-01,-2.892
1889-02-01,-1.988
1889-03-01,0.866
1889-04-01,7.982
1889-05-01,17.653
1889-06-01,20.356
1889-07-01,17.753
1889-08-01,16.86
1889-09-01,12.069
1889-10-01,9.007
1889-11-01,3.457
1889-12-01,-1.008
1890-01-01,2.007
1890-02-01,-2.117
1890-03-01,5.48
1890-04-01,8.186
1890-05-01,15.033
1890-06-01,15.04
1890-07-01,17.067
1890-08-01,18.589
1890-09-01,14.392
1890-10-01,8.243
1890-11-01,3.397
1890-12-01,-5.109
1891-01-01,-4.037
1891-02-01,0.065
1891-03-01,3.742
1891-04-01,5.904
1891-05-01,14.375
1891-06-01,15.579
1891-07-01,17.963
1891-08-01,16.695
1891-09-01,15.123
1891-10-01,10.914
1891-11-01,3.227
1891-12-01,2.162
1892-01-01,-1.888
1892-02-01,0.922
1892-03-01,1.45
1892-04-01,7.699
1892-05-01,12.776
1892-06-01,16.781
1892-07-01,17.388
1892-08-01,19.829
1892-09-01,15.381
1892-10-01,8.157
1892-11-01,2.15
1892-12-01,-1.314
1893-01-01,-8.071
1893-02-01,1.822
1893-03-01,4.818
1893-04-01,8.577
1893-05-01,13.01
1893-06-01,16.736
1893-07-01,18.983
1893-08-01,18.109
1893-09-01,13.396
1893-10-01,10.91
1893-11-01,2.782
1893-12-01,0.967
1894-01-01,-1.648
1894-02-01,2.336
1894-03-01,5.549
1894-04-01,10.463
1894-05-01,12.498
1894-06-01,15.42
1894-07-01,19.684
1894-08-01,16.744
1894-09-01,12.009
1894-10-01,8.437
1894-11-01,5.341
1894-12-01,0.69
1895-01-01,-3.424
1895-02-01,-5.332
1895-03-01,2.27
1895-04-01,9.303
1895-05-01,13.689
1895-06-01,17.177
1895-07-01,18.967
1895-08-01,18.326
1895-09-01,16.108
1895-10-01,7.892
1895-11-01,4.767
1895-12-01,-0.399
1896-01-01,-0.925
1896-02-01,0.426
1896-03-01,6.08
1896-04-01,6.873
1896-05-01,11.874
1896-06-01,18.536
1896-07-01,18.672
1896-08-01,16.261
1896-09-01,13.93
1896-10-01,10.217
1896-11-01,1.53
1896-12-01,-0.622
1897-01-01,-3.099
1897-02-01,0.269
1897-03-01,5.672
1897-04-01,8.175
1897-05-01,12.016
1897-06-01,18.228
1897-07-01,17.659
1897-08-01,18.96
1897-09-01,13.679
1897-10-01,7.858
1897-11-01,3.088
1897-12-01,1.717
1898-01-01,2.407
1898-02-01,2.004
1898-03-01,4.35
1898-04-01,7.868
1898-05-01,13.094
1898-06-01,16.423
1898-07-01,15.451
1898-08-01,19.318
1898-09-01,14.466
1898-10-01,8.474
1898-11-01,5.372
1898-12-01,3.782
1899-01-01,2.281
1899-02-01,2.471
1899-03-01,3.403
1899-04-01,8.321
1899-05-01,12.564
1899-06-01,15.351
1899-07-01,19.009
1899-08-01,17.715
1899-09-01,13.691
1899-10-01,8.626
1899-11-01,7.39
1899-12-01,-3.304
1900-01-01,0.303
1900-02-01,0.969
1900-03-01,1.313
1900-04-01,7.246
1900-05-01,12.125
1900-06-01,17.362
1900-07-01,19.888
1900-08-01,18.19
1900-09-01,14.83
1900-10-01,9.613
1900-11-01,5.236
1900-12-01,2.863
1901-01-01,-4.087
1901-02-01,-3.598
1901-03-01,2.945
1901-04-01,8.711
1901-05-01,14.182
1901-06-01,16.861
1901-07-01,20.316
1901-08-01,18.203
1901-09-01,14.213
1901-10-01,10.645
1901-11-01,3.535
1901-12-01,1.051
1902-01-01,3.368
1902-02-01,-1.239
1902-03-01,3.821
1902-04-01,7.361
1902-05-01,10.059
1902-06-01,16.68
1902-07-01,16.652
1902-08-01,15.684
1902-09-01,12.972
1902-10-01,7.41
1902-11-01,1.408
1902-12-01,-2.565
1903-01-01,0.379
1903-02-01,4.104
1903-03-01,6.759
1903-04-01,5.951
1903-05-01,14.021
1903-06-01,16.163
1903-07-01,18.109
1903-08-01,16.983
1903-09-01,14.582
1903-10-01,10.011
1903-11-01,4.872
1903-12-01,-0.536
1904-01-01,-1.012
1904-02-01,1.365
1904-03-01,3.618
1904-04-01,9.475
1904-05-01,13.068
1904-06-01,16.372
1904-07-01,19.598
1904-08-01,17.945
1904-09-01,13.389
1904-10-01,8.925
1904-11-01,4.086
1904-12-01,2.984
1905-01-01,-1.505
1905-02-01,2.119
1905-03-01,5.196
1905-04-01,6.204
1905-05-01,13.734
1905-06-01,18.623
1905-07-01,19.704
1905-08-01,17.96
1905-09-01,13.839
1905-10-01,5.478
1905-11-01,3.869
1905-12-01,1.558
1906-01-01,1.157
1906-02-01,1.42
1906-03-01,3.17
1906-04-01,9.608
1906-05-01,15.071
1906-06-01,16.278
1906-07-01,18.523
1906-08-01,17.885
1906-09-01,14.033
1906-10-01,9.819
1906-11-01,7.141
1906-12-01,-2.342
1907-01-01,-0.606
1907-02-01,-1.075
1907-03-01,3.383
1907-04-01,6.809
1907-05-01,14.205
1907-06-01,16.198
1907-07-01,15.742
1907-08-01,16.643
1907-09-01,13.926
1907-10-01,12.835
1907-11-01,3.14
1907-12-01,1.094
1908-01-01,-1.288
1908-02-01,1.962
1908-03-01,3.54
1908-04-01,6.171
1908-05-01,14.143
1908-06-01,18.035
1908-07-01,18.876
1908-08-01,16.204
1908-09-01,13.253
1908-10-01,8.979
1908-11-01,1.461
1908-12-01,-1.119
1909-01-01,-1.249
1909-02-01,-2.316
1909-03-01,2.002
1909-04-01,8.061
1909-05-01,11.39
1909-06-01,15.669
1909-07-01,16.675
1909-08-01,17.74
1909-09-01,14.218
1909-10-01,11.305
1909-11-01,2.319
1909-12-01,2.11
1910-01-01,1.789
1910-02-01,3.201
1910-03-01,4.545
1910-04-01,8.242
1910-05-01,13.823
1910-06-01,18.513
1910-07-01,17.007
1910-08-01,17.092
1910-09-01,13.331
1910-10-01,9.34
1910-11-01,2.523
1910-12-01,2.566
1911-01-01,-0.071
1911-02-01,1.642
1911-03-01,4.777
1911-04-01,8.469
1911-05-01,14.583
1911-06-01,16.452
1911-07-01,20.062
1911-08-01,20.649
1911-09-01,15.392
1911-10-01,9.118
1911-11-01,5.13
1911-12-01,2.485
1912-01-01,-3.103
1912-02-01,1.856
1912-03-01,6.691
1912-04-01,7.508
1912-05-01,12.317
1912-06-01,16.88
1912-07-01,19.872
1912-08-01,15.713
1912-09-01,10.315
1912-10-01,7.004
1912-11-01,3.038
1912-12-01,3.813
1913-01-01,-0.708
1913-02-01,1.775
1913-03-01,6.679
1913-04-01,8.947
1913-05-01,13.647
1913-06-01,16.151
1913-07-01,16.484
1913-08-01,16.374
1913-09-01,14.061
1913-10-01,9.799
1913-11-01,6.977
1913-12-01,2.77
1914-01-01,-2.655
1914-02-01,3.841
1914-03-01,5.42
1914-04-01,10.395
1914-05-01,12.149
1914-06-01,16.21
1914-07-01,19.824
1914-08-01,18.829
1914-09-01,13.813
1914-10-01,8.539
1914-11-01,3.94
1914-12-01,3.735
1915-01-01,0.277
1915-02-01,1.316
1915-03-01,1.571
1915-04-01,7.779
1915-05-01,13.927
1915-06-01,18.56
1915-07-01,17.774
1915-08-01,16.723
1915-09-01,12.872
1915-10-01,6.677
1915-11-01,2.314
1915-12-01,2.896
1916-01-01,3.703
1916-02-01,0.906
1916-03-01,4.664
1916-04-01,9.377
1916-05-01,14.006
1916-06-01,14.321
1916-07-01,17.37
1916-08-01,17.219
1916-09-01,13.292
1916-10-01,8.911
1916-11-01,5.195
1916-12-01,2.599
1917-01-01,-2.542
1917-02-01,-4.008
1917-03-01,-0.147
1917-04-01,5.321
1917-05-01,15.465
1917-06-01,20.4
1917-07-01,18.747
1917-08-01,18.583
1917-09-01,15.624
1917-10-01,8.62
1917-11-01,5.859
1917-12-01,-1.279
1918-01-01,0.942
1918-02-01,1.861
1918-03-01,4.714
1918-04-01,11.047
1918-05-01,14.74
1918-06-01,14.001
1918-07-01,17.993
1918-08-01,17.127
1918-09-01,14.367
1918-10-01,9.182
1918-11-01,3.468
1918-12-01,3.591
1919-01-01,0.846
1919-02-01,0.151
1919-03-01,3.6
1919-04-01,6.711
1919-05-01,11.85
1919-06-01,16.142
1919-07-01,16.205
1919-08-01,17.162
1919-09-01,16.125
1919-10-01,7.194
1919-11-01,-0.158
1919-12-01,0.19
1920-01-01,1.968
1920-02-01,3.435
1920-03-01,7.264
1920-04-01,10.997
1920-05-01,14.959
1920-06-01,15.502
1920-07-01,19.17
1920-08-01,16.816
1920-09-01,14.012
1920-10-01,6.833
1920-11-01,1.326
1920-12-01,0.147
1921-01-01,4.455
1921-02-01,1.765
1921-03-01,7.144
1921-04-01,8.949
1921-05-01,15.159
1921-06-01,15.188
1921-07-01,19.361
1921-08-01,18.853
1921-09-01,14.225
1921-10-01,11.293
1921-11-01,0.521
1921-12-01,0.469
1922-01-01,-3.459
1922-02-01,-1.512
1922-03-01,4.19
1922-04-01,6.452
1922-05-01,14.249
1922-06-01,16.596
1922-07-01,17.1
1922-08-01,16.35
1922-09-01,12.195
1922-10-01,5.33
1922-11-01,3.084
1922-12-01,2.51
1923-01-01,2.06
1923-02-01,0.185
1923-03-01,5.658
1923-04-01,7.099
1923-05-01,12.717
1923-06-01,12.187
1923-07-01,19.329
1923-08-01,16.572
1923-09-01,14.316
1923-10-01,11.131
1923-11-01,3.81
1923-12-01,-2.126
1924-01-01,-3.223
1924-02-01,-2.872
1924-03-01,2.689
1924-04-01,6.603
1924-05-01,14.832
1924-06-01,16.291
1924-07-01,17.979
1924-08-01,16.588
1924-09-01,15.022
1924-10-01,10.453
1924-11-01,3.464
1924-12-01,1.756
1925-01-01,3.111
1925-02-01,4.759
1925-03-01,2.312
1925-04-01,9.082
1925-05-01,15.618
1925-06-01,15.595
1925-07-01,19.585
1925-08-01,18.056
1925-09-01,12.306
1925-10-01,8.836
1925-11-01,2.832
1925-12-01,-0.213
1926-01-01,-0.286
1926-02-01,3.874
1926-03-01,4.328
1926-04-01,10.762
1926-05-01,12.28
1926-06-01,15.44
1926-07-01,19.338
1926-08-01,17.307
1926-09-01,15.382
1926-10-01,8.246
1926-11-01,7.031
1926-12-01,1.189
1927-01-01,2.359
1927-02-01,1.008
1927-03-01,7.4
1927-04-01,7.518
1927-05-01,11.01
1927-06-01,14.856
1927-07-01,19.169
1927-08-01,17.972
1927-09-01,14.703
1927-10-01,9.38
1927-11-01,2.557
1927-12-01,-3.239
1928-01-01,1.441
1928-02-01,2.601
1928-03-01,3.189
1928-04-01,8.079
1928-05-01,11.087
1928-06-01,14.671
1928-07-01,19.057
1928-08-01,17.05
1928-09-01,13.678
1928-10-01,9.435
1928-11-01,7.213
1928-12-01,-0.493
1929-01-01,-4.646
1929-02-01,-10.125
1929-03-01,2.78
1929-04-01,4.802
1929-05-01,14.38
1929-06-01,15.21
1929-07-01,18.61
1929-08-01,18.582
1929-09-01,16.378
1929-10-01,10.686
1929-11-01,5.562
1929-12-01,3.691
1930-01-01,2.235
1930-02-01,0.36
1930-03-01,4.752
1930-04-01,9.361
1930-05-01,13.054
1930-06-01,19.263
1930-07-01,17.719
1930-08-01,16.934
1930-09-01,14.046
1930-10-01,9.351
1930-11-01,6.202
1930-12-01,0.528
1931-01-01,0.133
1931-02-01,-0.88
1931-03-01,0.62
1931-04-01,6.167
1931-05-01,16.65
1931-06-01,16.551
1931-07-01,18.572
1931-08-01,17.028
1931-09-01,11.716
1931-10-01,8.031
1931-11-01,4.728
1931-12-01,0.933
1932-01-01,1.835
1932-02-01,-1.595
1932-03-01,1.116
1932-04-01,8.434
1932-05-01,14.309
1932-06-01,15.252
1932-07-01,19.995
1932-08-01,20.192
1932-09-01,16.08
1932-10-01,9.546
1932-11-01,4.623
1932-12-01,1.019
1933-01-01,-3.166
1933-02-01,0.189
1933-03-01,5.981
1933-04-01,7.037
1933-05-01,13.045
1933-06-01,15.887
1933-07-01,19.605
1933-08-01,18.119
1933-09-01,14.566
1933-10-01,9.404
1933-11-01,3.033
1933-12-01,-3.857
1934-01-01,1.063
1934-02-01,2.386
1934-03-01,5.688
1934-04-01,11.373
1934-05-01,14.731
1934-06-01,17.978
1934-07-01,19.726
1934-08-01,18.243
1934-09-01,16.898
1934-10-01,10.627
1934-11-01,5.132
1934-12-01,4.467
1935-01-01,-0.528
1935-02-01,2.536
1935-03-01,3.137
1935-04-01,8.588
1935-05-01,11.358
1935-06-01,18.837
1935-07-01,18.83
1935-08-01,18.009
1935-09-01,15.139
1935-10-01,9.497
1935-11-01,5.808
1935-12-01,0.831
1936-01-01,3.296
1936-02-01,0.125
1936-03-01,5.4
1936-04-01,7.385
1936-05-01,13.827
1936-06-01,17.745
1936-07-01,18.968
1936-08-01,17.69
1936-09-01,14.231
1936-10-01,6.817
1936-11-01,4.171
1936-12-01,1.959
1937-01-01,-2.745
1937-02-01,2.203
1937-03-01,3.658
1937-04-01,8.938
1937-05-01,16.689
1937-06-01,18.173
1937-07-01,18.539
1937-08-01,18.733
1937-09-01,15.142
1937-10-01,10.528
1937-11-01,3.641
1937-12-01,-0.553
1938-01-01,1.682
1938-02-01,1.768
1938-03-01,8.312
1938-04-01,6.119
1938-05-01,12.225
1938-06-01,17.046
1938-07-01,18.719
1938-08-01,20.076
1938-09-01,15.118
1938-10-01,9.823
1938-11-01,7.893
1938-12-01,-1.579
1939-01-01,2.846
1939-02-01,2.947
1939-03-01,2.464
1939-04-01,9.625
1939-05-01,11.574
1939-06-01,17.688
1939-07-01,19.017
1939-08-01,19.791
1939-09-01,15.021
1939-10-01,6.765
1939-11-01,5.575
1939-12-01,-1.448
1940-01-01,-9.689
1940-02-01,-6.861
1940-03-01,2.655
1940-04-01,8.685
1940-05-01,13.001
1940-06-01,18.578
1940-07-01,17.919
1940-08-01,15.649
1940-09-01,12.966
1940-10-01,7.979
1940-11-01,6.058
1940-12-01,-2.472
1941-01-01,-6.353
1941-02-01,-0.191
1941-03-01,3.382
1941-04-01,5.865
1941-05-01,10.341
1941-06-01,17.16
1941-07-01,19.849
1941-08-01,16.384
1941-09-01,12.954
1941-10-01,8.405
1941-11-01,1.767
1941-12-01,1.851
1942-01-01,-7.867
1942-02-01,-5.213
1942-03-01,0.256
1942-04-01,7.825
1942-05-01,13.214
1942-06-01,14.884
1942-07-01,17.169
1942-08-01,19.425
1942-09-01,16.248
1942-10-01,11.259
1942-11-01,3.912
1942-12-01,2.545
1943-01-01,-0.732
1943-02-01,3.791
1943-03-01,6.512
1943-04-01,10.13
1943-05-01,13.439
1943-06-01,15.663
1943-07-01,18.869
1943-08-01,19.774
1943-09-01,14.87
1943-10-01,10.69
1943-11-01,2.964
1943-12-01,0.082
1944-01-01,3.513
1944-02-01,0.067
1944-03-01,1.849
1944-04-01,8.974
1944-05-01,12.539
1944-06-01,15.655
1944-07-01,19.366
1944-08-01,21.352
1944-09-01,14.466
1944-10-01,9.586
1944-11-01,4.919
1944-12-01,-0.577
1945-01-01,-3.267
1945-02-01,4.115
1945-03-01,6.91
1945-04-01,9.198
1945-05-01,14.356
1945-06-01,17.358
1945-07-01,18.888
1945-08-01,17.695
1945-09-01,14.674
1945-10-01,10.248
1945-11-01,4.194
1945-12-01,1.295
1946-01-01,-1.276
1946-02-01,2.386
1946-03-01,3.996
1946-04-01,10.871
1946-05-01,15.517
1946-06-01,16.255
1946-07-01,20.226
1946-08-01,17.606
1946-09-01,15.343
1946-10-01,6.927
1946-11-01,4.009
1946-12-01,-2.392
1947-01-01,-5.472
1947-02-01,-8.272
1947-03-01,2.246
1947-04-01,10.014
1947-05-01,15.653
1947-06-01,19.104
1947-07-01,19.789
1947-08-01,19.025
1947-09-01,18.331
1947-10-01,8.088
1947-11-01,5.353
1947-12-01,1.592
1948-01-01,2.681
1948-02-01,0.263
1948-03-01,5.964
1948-04-01,11.327
1948-05-01,14.677
1948-06-01,17.283
1948-07-01,17.79
1948-08-01,18.157
1948-09-01,15.796
1948-10-01,9.334
1948-11-01,4.8
1948-12-01,1.451
1949-01-01,1.53
1949-02-01,2.49
1949-03-01,2.67
1949-04-01,10.935
1949-05-01,14.028
1949-06-01,14.828
1949-07-01,18.616
1949-08-01,18.381
1949-09-01,17.68
1949-10-01,11.372
1949-11-01,4.337
1949-12-01,3.557
1950-01-01,-1.624
1950-02-01,3.0
1950-03-01,5.492
1950-04-01,7.915
1950-05-01,15.256
1950-06-01,18.408
1950-07-01,18.744
1950-08-01,19.308
1950-09-01,14.091
1950-10-01,8.5
1950-11-01,4.636
1950-12-01,-1.293
1951-01-01,0.868
1951-02-01,2.305
1951-03-01,2.535
1951-04-01,8.662
1951-05-01,12.293
1951-06-01,17.058
1951-07-01,18.564
1951-08-01,19.386
1951-09-01,16.017
1951-10-01,8.326
1951-11-01,7.064
1951-12-01,3.618
1952-01-01,0.938
1952-02-01,1.055
1952-03-01,1.834
1952-04-01,11.577
1952-05-01,12.964
1952-06-01,15.875
1952-07-01,18.829
1952-08-01,19.35
1952-09-01,11.956
1952-10-01,7.646
1952-11-01,1.991
1952-12-01,-0.705
1953-01-01,0.118
1953-02-01,0.709
1953-03-01,5.999
1953-04-01,10.189
1953-05-01,14.536
1953-06-01,18.157
1953-07-01,19.471
1953-08-01,17.998
1953-09-01,14.782
1953-10-01,11.578
1953-11-01,5.545
1953-12-01,2.509
1954-01-01,-3.666
1954-02-01,-5.193
1954-03-01,4.57
1954-04-01,6.393
1954-05-01,13.834
1954-06-01,18.056
1954-07-01,15.93
1954-08-01,17.591
1954-09-01,15.201
1954-10-01,10.691
1954-11-01,3.841
1954-12-01,3.727
1955-01-01,-1.824
1955-02-01,-2.114
1955-03-01,0.699
1955-04-01,7.167
1955-05-01,11.522
1955-06-01,15.559
1955-07-01,19.098
1955-08-01,18.778
1955-09-01,14.946
1955-10-01,9.108
1955-11-01,4.731
1955-12-01,2.638
1956-01-01,0.216
1956-02-01,-9.646
1956-03-01,3.345
1956-04-01,5.539
1956-05-01,13.634
1956-06-01,15.164
1956-07-01,18.394
1956-08-01,15.629
1956-09-01,14.789
1956-10-01,9.406
1956-11-01,2.322
1956-12-01,2.079
1957-01-01,0.842
1957-02-01,4.309
1957-03-01,6.367
1957-04-01,8.348
1957-05-01,11.016
1957-06-01,18.231
1957-07-01,19.438
1957-08-01,16.493
1957-09-01,12.712
1957-10-01,10.165
1957-11-01,5.373
1957-12-01,0.241
1958-01-01,-0.17
1958-02-01,2.389
1958-03-01,0.335
1958-04-01,5.798
1958-05-01,14.682
1958-06-01,15.604
1958-07-01,18.654
1958-08-01,17.985
1958-09-01,15.417
1958-10-01,10.632
1958-11-01,4.714
1958-12-01,2.573
1959-01-01,0.444
1959-02-01,0.341
1959-03-01,7.223
1959-04-01,10.491
1959-05-01,13.971
1959-06-01,17.596
1959-07-01,20.677
1959-08-01,19.229
1959-09-01,14.063
1959-10-01,9.122
1959-11-01,3.848
1959-12-01,1.512
1960-01-01,0.167
1960-02-01,-0.376
1960-03-01,4.437
1960-04-01,7.586
1960-05-01,13.944
1960-06-01,17.581
1960-07-01,17.131
1960-08-01,17.805
1960-09-01,13.982
1960-10-01,9.634
1960-11-01,6.476
1960-12-01,2.292
1961-01-01,-1.197
1961-02-01,5.136
1961-03-01,7.199
1961-04-01,11.523
1961-05-01,11.636
1961-06-01,17.781
1961-07-01,16.765
1961-08-01,16.993
1961-09-01,17.152
1961-10-01,11.845
1961-11-01,4.362
1961-12-01,-1.444
1962-01-01,2.182
1962-02-01,0.863
1962-03-01,1.182
1962-04-01,9.971
1962-05-01,11.108
1962-06-01,15.259
1962-07-01,16.224
1962-08-01,16.85
1962-09-01,13.215
1962-10-01,9.881
1962-11-01,3.991
1962-12-01,-3.171
1963-01-01,-8.026
1963-02-01,-5.55
1963-03-01,3.052
1963-04-01,9.022
1963-05-01,13.763
1963-06-01,17.753
1963-07-01,19.603
1963-08-01,18.154
1963-09-01,15.235
1963-10-01,9.327
1963-11-01,8.1
1963-12-01,-3.039
1964-01-01,-2.308
1964-02-01,0.032
1964-03-01,0.286
1964-04-01,9.426
1964-05-01,14.486
1964-06-01,19.007
1964-07-01,19.209
1964-08-01,16.973
1964-09-01,14.77
1964-10-01,7.96
1964-11-01,5.288
1964-12-01,0.989
1965-01-01,1.772
1965-02-01,-1.397
1965-03-01,2.397
1965-04-01,7.899
1965-05-01,12.095
1965-06-01,16.931
1965-07-01,16.567
1965-08-01,16.398
1965-09-01,14.791
1965-10-01,9.033
1965-11-01,0.764
1965-12-01,2.758
1966-01-01,-3.004
1966-02-01,1.946
1966-03-01,4.384
1966-04-01,9.44
1966-05-01,14.374
1966-06-01,18.696
1966-07-01,17.76
1966-08-01,17.292
1966-09-01,13.808
1966-10-01,11.983
1966-11-01,3.122
1966-12-01,2.241
1967-01-01,0.665
1967-02-01,3.529
1967-03-01,6.902
1967-04-01,7.481
1967-05-01,14.389
1967-06-01,16.181
1967-07-01,19.936
1967-08-01,18.022
1967-09-01,15.766
1967-10-01,12.289
1967-11-01,4.779
1967-12-01,1.061
1968-01-01,-0.913
1968-02-01,0.982
1968-03-01,5.69
1968-04-01,10.436
1968-05-01,12.113
1968-06-01,18.287
1968-07-01,17.731
1968-08-01,18.618
1968-09-01,15.079
1968-10-01,10.718
1968-11-01,4.608
1968-12-01,-1.982
1969-01-01,-0.636
1969-02-01,-2.093
1969-03-01,0.093
1969-04-01,7.937
1969-05-01,14.583
1969-06-01,16.844
1969-07-01,20.019
1969-08-01,18.084
1969-09-01,14.996
1969-10-01,10.962
1969-11-01,6.12
1969-12-01,-5.728
1970-01-01,-4.196
1970-02-01,-1.767
1970-03-01,1.589
1970-04-01,6.489
1970-05-01,12.787
1970-06-01,18.701
1970-07-01,17.826
1970-08-01,18.482
1970-09-01,14.068
1970-10-01,9.599
1970-11-01,5.984
1970-12-01,1.566
1971-01-01,-1.054
1971-02-01,2.333
1971-03-01,1.996
1971-04-01,8.706
1971-05-01,15.381
1971-06-01,15.664
1971-07-01,19.308
1971-08-01,20.149
1971-09-01,13.087
1971-10-01,9.971
1971-11-01,4.462
1971-12-01,4.506
1972-01-01,-3.151
1972-02-01,2.189
1972-03-01,6.174
1972-04-01,8.338
1972-05-01,12.968
1972-06-01,16.502
1972-07-01,19.766
1972-08-01,17.288
1972-09-01,12.325
1972-10-01,7.552
1972-11-01,5.25
1972-12-01,1.39
1973-01-01,0.333
1973-02-01,2.707
1973-03-01,5.677
1973-04-01,6.156
1973-05-01,13.582
1973-06-01,17.364
1973-07-01,18.946
1973-08-01,18.65
1973-09-01,14.976
1973-10-01,8.035
1973-11-01,3.876
1973-12-01,0.563
1974-01-01,3.626
1974-02-01,4.031
1974-03-01,6.49
1974-04-01,8.696
1974-05-01,12.209
1974-06-01,15.32
1974-07-01,16.629
1974-08-01,18.842
1974-09-01,15.007
1974-10-01,6.84
1974-11-01,5.745
1974-12-01,5.29
1975-01-01,5.252
1975-02-01,1.666
1975-03-01,4.919
1975-04-01,7.581
1975-05-01,13.359
1975-06-01,16.402
1975-07-01,19.986
1975-08-01,20.508
1975-09-01,17.278
1975-10-01,8.457
1975-11-01,3.197
1975-12-01,2.384
1976-01-01,0.865
1976-02-01,0.467
1976-03-01,1.634
1976-04-01,7.93
1976-05-01,13.8
1976-06-01,17.905
1976-07-01,20.52
1976-08-01,17.538
1976-09-01,14.099
1976-10-01,9.785
1976-11-01,5.594
1976-12-01,-0.312
1977-01-01,0.688
1977-02-01,3.164
1977-03-01,6.791
1977-04-01,6.507
1977-05-01,12.969
1977-06-01,17.444
1977-07-01,17.29
1977-08-01,17.217
1977-09-01,12.813
1977-10-01,10.796
1977-11-01,6.173
1977-12-01,2.579
1978-01-01,1.479
1978-02-01,-0.658
1978-03-01,6.097
1978-04-01,7.431
1978-05-01,13.265
1978-06-01,16.54
1978-07-01,16.96
1978-08-01,16.915
1978-09-01,12.831
1978-10-01,10.256
1978-11-01,5.559
1978-12-01,-0.351
1979-01-01,-4.034
1979-02-01,-2.632
1979-03-01,4.008
1979-04-01,7.584
1979-05-01,14.18
1979-06-01,18.72
1979-07-01,15.68
1979-08-01,17.456
1979-09-01,14.585
1979-10-01,8.429
1979-11-01,4.36
1979-12-01,4.029
1980-01-01,-3.675
1980-02-01,1.772
1980-03-01,3.098
1980-04-01,6.896
1980-05-01,11.457
1980-06-01,16.516
1980-07-01,16.686
1980-08-01,17.53
1980-09-01,14.653
1980-10-01,9.172
1980-11-01,3.761
1980-12-01,1.287
1981-01-01,-0.891
1981-02-01,1.006
1981-03-01,7.428
1981-04-01,8.19
1981-05-01,15.058
1981-06-01,17.195
1981-07-01,18.032
1981-08-01,17.471
1981-09-01,15.285
1981-10-01,9.032
1981-11-01,5.248
1981-12-01,-2.882
1982-01-01,-2.255
1982-02-01,0.396
1982-03-01,5.792
1982-04-01,7.47
1982-05-01,13.933
1982-06-01,17.658
1982-07-01,20.22
1982-08-01,19.627
1982-09-01,17.581
1982-10-01,11.026
1982-11-01,6.744
1982-12-01,2.746
1983-01-01,4.977
1983-02-01,-0.814
1983-03-01,5.852
1983-04-01,9.82
1983-05-01,13.709
1983-06-01,17.453
1983-07-01,21.372
1983-08-01,19.518
1983-09-01,15.268
1983-10-01,10.029
1983-11-01,4.547
1983-12-01,0.806
1984-01-01,1.852
1984-02-01,0.549
1984-03-01,3.053
1984-04-01,8.185
1984-05-01,13.344
1984-06-01,14.829
1984-07-01,16.667
1984-08-01,18.684
1984-09-01,13.61
